userId,event,timestamp,vin,condition,year,make,model,price,mileage
553319854,visit contact form,2016-09-20 13:52:27.000000,1G1YY36U775123520,Used,2007,Chevrolet,Corvette,34850.0000,15313
553319854,show photo modal,2016-09-20 13:52:39.000000,1G1YY36U775123520,Used,2007,Chevrolet,Corvette,34850.0000,15313
553319854,visit features,2016-09-20 13:52:23.000000,1G1YY36U775123520,Used,2007,Chevrolet,Corvette,34850.0000,15313
553319854,visit features,2016-09-20 13:52:33.000000,1G1YY36U775123520,Used,2007,Chevrolet,Corvette,34850.0000,15313
553319854,visit market report,2016-09-20 13:51:57.000000,1G1YY36U775123520,Used,2007,Chevrolet,Corvette,34850.0000,15313
553319854,show badge detail,2016-09-20 13:52:03.000000,1G1YY36U775123520,Used,2007,Chevrolet,Corvette,34850.0000,15313
553319854,visit alternatives,2016-09-20 13:52:25.000000,1G1YY36U775123520,Used,2007,Chevrolet,Corvette,34850.0000,15313
553319854,visit badges,2016-09-20 13:52:02.000000,1G1YY36U775123520,Used,2007,Chevrolet,Corvette,34850.0000,15313
553319854,visit badges,2016-09-20 13:53:17.000000,1G1YY36U775123520,Used,2007,Chevrolet,Corvette,34850.0000,15313
553319854,visit badges,2016-09-20 13:53:16.000000,1G1YY36U775123520,Used,2007,Chevrolet,Corvette,34850.0000,15313
553320154,visit features,2016-09-20 06:01:43.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,visit vehicle history,2016-09-20 06:02:01.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,display alternatives,2016-09-20 06:00:55.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320253,visit badges,2016-09-20 14:02:05.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,click features section,2016-09-20 06:01:57.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320253,visit vehicle history,2016-09-20 14:01:42.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,visit alternatives,2016-09-20 06:01:26.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,visit badges,2016-09-20 06:02:11.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,visit market report,2016-09-20 06:00:55.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320253,visit badges,2016-09-20 14:01:39.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,click features section,2016-09-20 06:01:53.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,visit vehicle history,2016-09-20 06:01:09.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320253,visit market report,2016-09-20 14:01:32.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320253,visit market report,2016-09-20 14:01:31.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,click features section,2016-09-20 06:01:47.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,visit contact form,2016-09-20 06:01:26.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320253,show badge detail,2016-09-20 14:01:31.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,visit badges,2016-09-20 06:02:07.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320253,visit badges,2016-09-20 14:01:34.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,visit features,2016-09-20 06:01:26.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320253,visit badges,2016-09-20 14:01:40.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320253,display alternatives,2016-09-20 14:01:31.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,visit badges,2016-09-20 06:00:57.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320154,visit badges,2016-09-20 06:02:15.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320253,display alternatives,2016-09-20 14:01:32.000000,1G11C5SL5EF219758,Used,2014,Chevrolet,Malibu,16988.0000,28562
553320294,visit badges,2016-09-20 01:55:47.000000,JTMZD31V266011272,Used,2006,Toyota,RAV4,10995.0000,115118
553320294,show badge detail,2016-09-20 01:55:47.000000,JTMZD31V266011272,Used,2006,Toyota,RAV4,10995.0000,115118
553320294,visit badges,2016-09-20 01:55:21.000000,JTMZD31V266011272,Used,2006,Toyota,RAV4,10995.0000,115118
553320294,visit alternatives,2016-09-20 01:55:36.000000,JTMZD31V266011272,Used,2006,Toyota,RAV4,10995.0000,115118
553320294,display alternatives,2016-09-20 01:55:16.000000,JTMZD31V266011272,Used,2006,Toyota,RAV4,10995.0000,115118
553320294,show badge detail,2016-09-20 01:55:47.000000,JTMZD31V266011272,Used,2006,Toyota,RAV4,10995.0000,115118
553320294,visit contact form,2016-09-20 01:55:42.000000,JTMZD31V266011272,Used,2006,Toyota,RAV4,10995.0000,115118
553320294,visit market report,2016-09-20 01:55:16.000000,JTMZD31V266011272,Used,2006,Toyota,RAV4,10995.0000,115118
553320294,visit features,2016-09-20 01:55:46.000000,JTMZD31V266011272,Used,2006,Toyota,RAV4,10995.0000,115118
553320294,visit features,2016-09-20 01:55:35.000000,JTMZD31V266011272,Used,2006,Toyota,RAV4,10995.0000,115118
442531497,visit vehicle history,2016-09-20 18:28:15.000000,5NPE24AF7FH075199,Used,2015,Hyundai,Sonata,0.0000,49243
442531497,display alternatives,2016-09-20 18:28:15.000000,5NPE24AF7FH075199,Used,2015,Hyundai,Sonata,0.0000,49243
442531497,visit badges,2016-09-20 18:28:15.000000,5NPE24AF7FH075199,Used,2015,Hyundai,Sonata,0.0000,49243
442531497,visit market report,2016-09-20 18:28:15.000000,5NPE24AF7FH075199,Used,2015,Hyundai,Sonata,0.0000,49243
442531497,visit alternatives,2016-09-20 18:28:15.000000,5NPE24AF7FH075199,Used,2015,Hyundai,Sonata,0.0000,49243
442531497,visit features,2016-09-20 18:28:15.000000,5NPE24AF7FH075199,Used,2015,Hyundai,Sonata,0.0000,49243
442531497,visit market report,2016-09-20 18:28:15.000000,5NPE24AF7FH075199,Used,2015,Hyundai,Sonata,0.0000,49243
442531497,display alternatives,2016-09-20 18:28:15.000000,5NPE24AF7FH075199,Used,2015,Hyundai,Sonata,0.0000,49243
553319626,visit market report,2016-09-20 08:07:05.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit features,2016-09-20 08:07:30.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 14:37:52.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 08:08:11.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 08:08:07.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit features,2016-09-20 08:07:55.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit contact form,2016-09-20 08:07:55.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit badges,2016-09-20 08:07:22.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit features,2016-09-20 08:07:15.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 08:08:12.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 08:08:09.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 08:08:04.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 08:08:10.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit badges,2016-09-20 08:07:53.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 08:08:01.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit badges,2016-09-20 08:08:06.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit badges,2016-09-20 08:08:11.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit features,2016-09-20 08:07:41.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit badges,2016-09-20 08:08:22.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 08:08:04.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit features,2016-09-20 08:07:59.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit badges,2016-09-20 08:08:01.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit badges,2016-09-20 08:07:17.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit badges,2016-09-20 08:08:13.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 08:08:13.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 08:08:10.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
